ID,Age,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,JobInvolvementPerPercentSalaryHike,JobInvolvementSatisfaction,MaritalStatus_MarriedOverTime,MaritalStatus_MarriedBusinessTravel,AverageWorkYearsPerCompany
0,0.0001006397375124165,0.5,-1.0285983785300645,0.75,0.0,0.3333333333333333,0.25,0.6666666666666667,-0.6710719331057998,0,0.762229148737773,0,0.6666666666666667,0.3333333333333333,-0.5397371136739728,0.3333333333333333,1.0,-0.001899948730687651,0.21919917607979605,-0.6721455968365369,0.7997985932200637,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.7003676928221715,0.915541047607112,0.33333333333333337,0,-0.7757371312433281,3.5
1,1.8820637312214128,1.0,-1.0285983785300645,0.75,1.0,0.6666666666666667,0.5,0.6666666666666667,1.7204371157593616,0,0.4865132448865561,0,0.0,0.3333333333333333,2.784225300424998,0.3333333333333333,0.0,-0.32342973392398494,-0.057313546039212654,-0.3702427154481373,-0.03437819490452876,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.7003676928221715,-0.16747341886006004,0.2,0,-0.7757371312433281,4.125
2,-0.3320104940537641,1.0,-0.29626296339539077,0.5,0.0,0.0,0.25,0.6666666666666667,-0.6710719331057998,1,2.4165245718450743,1,1.0,0.0,-0.28404769720482126,0.5,0.6666666666666667,0.3196298364626096,0.7722246203178135,-0.6721455968365369,0.5217396638451995,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1.4278214290131561,5.789106146709386,0.7333333333333334,0,-0.7757371312433281,4.5
3,0.2215080622650301,0.5,-1.0285983785300645,0.0,1.0,0.3333333333333333,0.75,1.0,-0.6710719331057998,0,0.21079734103533923,0,0.6666666666666667,0.3333333333333333,1.2500888016100884,0.5,0.6666666666666667,2.248808547622393,0.49571189819880473,2.648786098435858,1.0778575225949278,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,-0.7003676928221715,0.5906367076669603,0.4666666666666667,0,0.8073998712940762,10.5
4,-0.9962327616363171,1.0,-1.0285983785300645,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.6710719331057998,0,-0.06491856281587766,0,0.0,0.6666666666666666,-1.3068053630814276,0.3333333333333333,0.6666666666666667,-0.9664893043105794,-1.1633644345152474,-0.6721455968365369,-1.1466139124039854,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,-0.7003676928221715,0.4281845376968845,0.2,0,-0.7757371312433281,0.5
5,-1.4390476066913525,0.5,-0.6624306709627276,0.0,1.0,0.6666666666666667,0.25,0.6666666666666667,-0.6710719331057998,1,-0.8920662743695283,0,0.6666666666666667,0.6666666666666666,-0.7954265301431245,0.5,0.6666666666666667,-0.32342973392398494,-0.057313546039212654,-0.6721455968365369,-0.3124371242793929,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,-0.7003676928221715,-0.7089806520936461,0.2,1,0.8073998712940762,2.5
6,-0.8855290503725584,0.5,-0.05215115835049954,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,-1.0696567745833268,0,0.4865132448865561,0,0.6666666666666667,0.0,-0.9232712383777002,0.3333333333333333,0.6666666666666667,-0.6449595191172822,-0.61033899027723,-0.06833983405973777,-0.5904960536542571,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1.4278214290131561,0.7530888776370361,0.4666666666666667,0,-0.7757371312433281,4.0
7,-0.11060307152624642,0.5,-0.9065424760076188,0.25,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666667,-0.6710719331057998,0,-0.6163503705183114,0,0.3333333333333333,0.6666666666666666,-0.15620298897024543,0.3333333333333333,0.6666666666666667,0.48039472905925823,1.325250064555831,2.044980335659059,-1.1466139124039854,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,-0.7003676928221715,0.1032801977567329,0.33333333333333337,0,0.8073998712940762,5.0
8,-0.4427142053175229,0.5,-0.6624306709627276,0.75,0.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,1.3218522742818348,0,1.5893768602914238,1,1.0,0.0,-0.5397371136739728,0.5,0.6666666666666667,-0.6449595191172822,-0.61033899027723,-0.3702427154481373,-0.8685549830291213,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,-0.7003676928221715,1.4028975575173395,0.2,0,0.8073998712940762,1.0
9,-0.3320104940537641,0.5,-0.9065424760076188,0.75,0.6666666666666667,0.6666666666666667,0.25,1.0,-0.6710719331057998,0,-1.1677821782207451,0,1.0,0.0,0.35517584396805774,0.3333333333333333,1.0,1.1234542994458527,1.8782755087938483,0.5354659287170613,1.9120343107195203,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,1.4278214290131561,-0.8172820987403634,0.28888888888888886,0,-0.7757371312433281,7.0
